word,star_1,star_2,star_3,star_4,star_5
excess,0.0,0.0,1.0,0.0,10.0
typo,1.0,2.0,4.0,2.0,6.0
favour,0.0,0.0,0.0,0.0,30.0
beforehand,0.0,1.0,2.0,0.0,7.0
astonish,0.0,0.0,0.0,0.0,24.0
automat,0.0,2.0,2.0,1.0,19.0
bother,1.0,0.0,0.0,1.0,20.0
independ,0.0,0.0,2.0,0.0,24.0
soy,0.0,0.0,0.0,0.0,11.0
cierto,0.0,0.0,0.0,2.0,9.0
cuestionario,0.0,0.0,1.0,0.0,9.0
contento,0.0,0.0,0.0,0.0,8.0
aprendizaj,0.0,0.0,0.0,0.0,152.0
dataset,0.0,0.0,0.0,0.0,7.0
sequenc,0.0,1.0,0.0,1.0,39.0
kinda,1.0,0.0,1.0,2.0,25.0
bow,0.0,0.0,0.0,0.0,6.0
bangladesh,0.0,0.0,0.0,0.0,7.0
eagerli,0.0,0.0,0.0,1.0,17.0
reforzar,0.0,0.0,0.0,1.0,12.0
gotten,1.0,1.0,1.0,1.0,48.0
durant,0.0,0.0,0.0,0.0,14.0
pude,0.0,0.0,0.0,1.0,19.0
poco,0.0,1.0,1.0,4.0,23.0
pueden,1.0,0.0,1.0,1.0,17.0
largo,0.0,0.0,0.0,0.0,15.0
trabajo,0.0,0.0,1.0,3.0,37.0
informacion,0.0,0.0,0.0,1.0,15.0
formato,0.0,0.0,0.0,0.0,6.0
boy,0.0,0.0,0.0,0.0,10.0
estoy,0.0,0.0,0.0,0.0,55.0
detallado,0.0,0.0,0.0,0.0,7.0
sabe,0.0,0.0,0.0,1.0,42.0
perfectament,0.0,0.0,0.0,0.0,6.0
driven,0.0,0.0,0.0,0.0,39.0
tbh,1.0,0.0,1.0,1.0,3.0
aussi,0.0,0.0,0.0,0.0,12.0
tight,0.0,0.0,0.0,0.0,10.0
6th,0.0,0.0,0.0,1.0,5.0
bravo,0.0,0.0,0.0,0.0,24.0
excus,0.0,0.0,0.0,0.0,13.0
selfteach,0.0,0.0,0.0,1.0,6.0
likabl,0.0,0.0,0.0,0.0,7.0
piti,0.0,0.0,1.0,1.0,10.0
siento,0.0,1.0,1.0,0.0,13.0
continuar,1.0,0.0,0.0,0.0,18.0
siguient,0.0,0.0,0.0,0.0,11.0
reto,0.0,0.0,0.0,0.0,15.0
bar,10.0,5.0,10.0,8.0,1349.0
tini,0.0,0.0,0.0,0.0,12.0
privat,1.0,0.0,0.0,0.0,11.0
undergrad,1.0,1.0,0.0,0.0,63.0
insist,0.0,0.0,0.0,0.0,8.0
crash,0.0,0.0,0.0,1.0,9.0
bet,29.0,29.0,45.0,136.0,1853.0
assig,27.0,29.0,79.0,201.0,1415.0
firmli,0.0,0.0,0.0,0.0,7.0
owe,12.0,23.0,53.0,92.0,815.0
cett,0.0,0.0,0.0,0.0,6.0
bonn,0.0,0.0,1.0,1.0,7.0
exercic,0.0,0.0,0.0,0.0,7.0
recommand,0.0,0.0,0.0,0.0,37.0
pa,61.0,66.0,110.0,298.0,5311.0
retent,0.0,0.0,1.0,2.0,40.0
whilst,0.0,1.0,0.0,1.0,12.0
felicidad,0.0,0.0,0.0,0.0,10.0
han,23.0,19.0,47.0,305.0,12005.0
idioma,0.0,0.0,1.0,0.0,29.0
estudiar,0.0,0.0,0.0,0.0,23.0
impecc,0.0,0.0,0.0,0.0,9.0
helpul,0.0,0.0,0.0,0.0,9.0
visualis,0.0,0.0,0.0,0.0,7.0
templat,0.0,0.0,0.0,2.0,7.0
cheap,0.0,1.0,3.0,0.0,4.0
uncomfort,0.0,0.0,0.0,1.0,5.0
selflearn,0.0,0.0,0.0,0.0,23.0
seguro,0.0,0.0,0.0,0.0,6.0
habilidad,0.0,0.0,0.0,0.0,34.0
recomiendo,0.0,0.0,0.0,0.0,73.0
cuando,0.0,1.0,0.0,0.0,23.0
tenga,0.0,0.0,0.0,0.0,8.0
persist,1.0,0.0,0.0,1.0,10.0
calidad,0.0,1.0,0.0,3.0,22.0
tarea,0.0,0.0,1.0,0.0,15.0
parshan,0.0,0.0,0.0,0.0,6.0
nonenglish,1.0,0.0,1.0,0.0,6.0
nervou,0.0,0.0,0.0,0.0,27.0
hang,13.0,9.0,15.0,30.0,915.0
discoveri,0.0,0.0,0.0,1.0,13.0
night,1.0,0.0,0.0,0.0,28.0
consolid,0.0,0.0,0.0,1.0,26.0
casual,0.0,0.0,1.0,1.0,17.0
precisa,0.0,0.0,0.0,1.0,6.0
lectura,1.0,0.0,0.0,0.0,7.0
consejo,0.0,0.0,0.0,0.0,12.0
encontrar,0.0,0.0,0.0,0.0,9.0
mejorar,0.0,0.0,0.0,0.0,54.0
ainda,0.0,0.0,0.0,0.0,7.0
pode,1.0,0.0,0.0,2.0,69.0
gostei,0.0,0.0,0.0,0.0,13.0
blank,1.0,1.0,0.0,0.0,7.0
estudiant,0.0,0.0,0.0,0.0,43.0
aburrido,0.0,0.0,0.0,1.0,5.0
95,2.0,0.0,0.0,1.0,3.0
brand,1.0,1.0,2.0,1.0,17.0
easygo,0.0,0.0,0.0,0.0,12.0
measur,1.0,0.0,0.0,2.0,13.0
deepest,0.0,0.0,0.0,0.0,6.0
regain,0.0,0.0,0.0,0.0,6.0
examin,1.0,0.0,0.0,0.0,26.0
compat,1.0,0.0,0.0,0.0,6.0
yall,0.0,0.0,0.0,2.0,5.0
nowher,3.0,0.0,1.0,0.0,3.0
practica,0.0,0.0,0.0,0.0,35.0
click,1.0,0.0,0.0,0.0,22.0
stumbl,2.0,2.0,0.0,1.0,20.0
prueba,1.0,0.0,0.0,0.0,6.0
adema,0.0,0.0,0.0,0.0,14.0
manejo,0.0,0.0,0.0,1.0,11.0
doabl,0.0,0.0,3.0,1.0,34.0
majorli,0.0,0.0,0.0,0.0,6.0
ejercicio,1.0,0.0,1.0,2.0,56.0
divertido,0.0,0.0,0.0,0.0,17.0
hay,1.0,0.0,2.0,3.0,32.0
funcion,0.0,0.0,0.0,0.0,62.0
delay,0.0,0.0,1.0,1.0,8.0
cleverli,1.0,0.0,0.0,0.0,7.0
mileston,0.0,0.0,0.0,0.0,6.0
releas,0.0,0.0,0.0,2.0,7.0
behaviour,1.0,0.0,0.0,0.0,15.0
drastic,0.0,0.0,0.0,0.0,15.0
6week,0.0,0.0,0.0,0.0,6.0
docent,0.0,0.0,0.0,0.0,10.0
utilidad,0.0,0.0,0.0,0.0,8.0
porqu,1.0,1.0,2.0,1.0,25.0
truco,0.0,0.0,0.0,0.0,9.0
2013,0.0,0.0,0.0,1.0,5.0
reliabl,0.0,0.0,0.0,0.0,9.0
grand,0.0,0.0,0.0,1.0,17.0
adelant,0.0,0.0,0.0,0.0,7.0
alguno,0.0,1.0,1.0,3.0,18.0
expectativa,0.0,0.0,0.0,0.0,13.0
organizado,0.0,0.0,0.0,0.0,7.0
maravilhoso,0.0,0.0,0.0,0.0,9.0
recurso,0.0,0.0,0.0,0.0,12.0
34,1.0,0.0,0.0,1.0,10.0
renew,1.0,0.0,0.0,0.0,15.0
inicio,0.0,0.0,0.0,1.0,8.0
tambien,0.0,0.0,0.0,0.0,10.0
complementari,0.0,0.0,0.0,0.0,9.0
gotta,0.0,0.0,0.0,1.0,5.0
unexpectedli,1.0,0.0,0.0,0.0,5.0
tediou,0.0,2.0,1.0,2.0,12.0
usa,0.0,2.0,5.0,5.0,134.0
ayudan,0.0,0.0,0.0,0.0,9.0
pregunta,1.0,1.0,0.0,0.0,9.0
diego,0.0,0.0,0.0,0.0,19.0
surfac,0.0,1.0,0.0,5.0,7.0
cero,0.0,0.0,0.0,0.0,11.0
efectiva,0.0,0.0,0.0,0.0,8.0
extract,0.0,0.0,2.0,7.0,52.0
plataforma,0.0,0.0,0.0,0.0,15.0
sino,0.0,0.0,0.0,0.0,27.0
eficient,0.0,0.0,0.0,0.0,13.0
supris,0.0,0.0,0.0,0.0,6.0
reli,2.0,3.0,2.0,9.0,34.0
estructura,0.0,0.0,0.0,1.0,22.0
facilita,0.0,0.0,1.0,0.0,13.0
sacar,0.0,0.0,0.0,0.0,6.0
materia,0.0,0.0,0.0,1.0,19.0
servir,0.0,0.0,0.0,0.0,8.0
funcionamiento,0.0,0.0,0.0,0.0,8.0
dia,0.0,1.0,4.0,4.0,170.0
podido,0.0,0.0,0.0,0.0,6.0
llevar,0.0,0.0,0.0,0.0,15.0
problemsolv,0.0,0.0,0.0,0.0,13.0
daytoday,0.0,0.0,0.0,0.0,25.0
libro,0.0,0.0,0.0,0.0,11.0
instructivo,0.0,0.0,0.0,0.0,6.0
unawar,0.0,0.0,0.0,0.0,15.0
ere,13.0,22.0,43.0,165.0,3873.0
woman,0.0,0.0,1.0,0.0,12.0
aula,0.0,0.0,0.0,1.0,9.0
tudo,0.0,0.0,0.0,1.0,21.0
frankli,1.0,1.0,0.0,0.0,12.0
ourself,0.0,0.0,0.0,0.0,6.0
insert,0.0,0.0,1.0,0.0,6.0
row,4.0,0.0,7.0,4.0,217.0
spirit,0.0,0.0,0.0,1.0,14.0
summer,0.0,0.0,0.0,0.0,15.0
ppt,0.0,0.0,2.0,1.0,7.0
mess,2.0,1.0,3.0,5.0,42.0
easli,1.0,0.0,0.0,0.0,7.0
qualquer,0.0,0.0,0.0,0.0,10.0
profission,0.0,0.0,0.0,0.0,6.0
obrigado,0.0,0.0,0.0,0.0,7.0
memoria,0.0,0.0,0.0,0.0,11.0
portion,3.0,2.0,4.0,5.0,30.0
satisfecha,0.0,0.0,0.0,0.0,6.0
quiet,0.0,0.0,0.0,2.0,13.0
astound,0.0,0.0,0.0,0.0,6.0
compress,0.0,0.0,0.0,0.0,9.0
professeur,0.0,0.0,0.0,0.0,11.0
fait,1.0,0.0,0.0,0.0,16.0
cordial,0.0,0.0,0.0,1.0,6.0
voy,0.0,0.0,0.0,0.0,15.0
8,3.0,6.0,7.0,8.0,81.0
desarrollo,0.0,0.0,0.0,1.0,19.0
resultado,0.0,0.0,0.0,0.0,10.0
pronunci,0.0,0.0,1.0,4.0,6.0
likewis,1.0,0.0,0.0,0.0,6.0
iti,59.0,64.0,122.0,184.0,757.0
27,1.0,0.0,0.0,1.0,6.0
latter,0.0,0.0,0.0,0.0,12.0
pray,0.0,0.0,0.0,0.0,6.0
wellthought,0.0,0.0,0.0,0.0,10.0
cognit,0.0,0.0,0.0,1.0,37.0
subscript,4.0,2.0,1.0,0.0,4.0
altogeth,0.0,0.0,0.0,1.0,9.0
dirti,0.0,0.0,1.0,0.0,6.0
40,0.0,0.0,0.0,2.0,20.0
proudli,0.0,0.0,0.0,0.0,12.0
slight,0.0,2.0,6.0,8.0,40.0
excellent,0.0,0.0,0.0,0.0,7.0
energet,0.0,0.0,0.0,0.0,19.0
pupil,0.0,0.0,0.0,0.0,12.0
momento,0.0,0.0,0.0,0.0,19.0
encanto,0.0,0.0,0.0,0.0,19.0
prioriti,0.0,1.0,0.0,0.0,7.0
noob,0.0,0.0,0.0,0.0,15.0
split,0.0,0.0,1.0,1.0,12.0
lleva,1.0,0.0,1.0,0.0,21.0
mush,0.0,0.0,0.0,0.0,6.0
american,0.0,0.0,1.0,0.0,6.0
sentido,0.0,0.0,0.0,0.0,5.0
utilizar,0.0,0.0,0.0,0.0,25.0
thanx,0.0,0.0,0.0,0.0,8.0
ador,1.0,1.0,0.0,0.0,31.0
metodologia,0.0,0.0,0.0,0.0,7.0
profesional,0.0,0.0,0.0,0.0,9.0
nuevo,0.0,0.0,0.0,1.0,28.0
examen,0.0,0.0,0.0,0.0,10.0
aun,0.0,0.0,0.0,3.0,83.0
ameno,0.0,0.0,0.0,0.0,13.0
ca,64.0,46.0,90.0,207.0,4605.0
travail,0.0,0.0,0.0,0.0,5.0
efectivo,0.0,0.0,0.0,1.0,8.0
tipp,0.0,0.0,0.0,0.0,6.0
prescrib,0.0,0.0,0.0,0.0,6.0
authent,0.0,0.0,1.0,2.0,7.0
nunca,0.0,0.0,0.0,1.0,25.0
9,3.0,2.0,2.0,5.0,54.0
workshop,0.0,0.0,0.0,0.0,9.0
honour,1.0,0.0,0.0,1.0,12.0
monthli,1.0,1.0,0.0,0.0,4.0
sou,31.0,37.0,47.0,81.0,578.0
ele,11.0,14.0,15.0,47.0,1243.0
problema,1.0,0.0,2.0,4.0,35.0
panic,0.0,0.0,0.0,0.0,6.0
evaluacion,1.0,0.0,0.0,0.0,6.0
oh,0.0,0.0,2.0,1.0,40.0
edit,0.0,6.0,5.0,8.0,66.0
transmiss,0.0,0.0,0.0,1.0,5.0
tab,0.0,0.0,5.0,5.0,243.0
agradecido,0.0,0.0,0.0,0.0,15.0
usted,0.0,0.0,0.0,0.0,7.0
eso,8.0,7.0,12.0,73.0,2504.0
pointless,1.0,0.0,1.0,0.0,4.0
remaind,1.0,0.0,0.0,0.0,7.0
perfeito,0.0,0.0,0.0,1.0,6.0
tenemo,0.0,0.0,0.0,0.0,12.0
adquirido,0.0,0.0,0.0,1.0,10.0
ich,1.0,3.0,1.0,11.0,492.0
stock,0.0,0.0,2.0,1.0,3.0
clase,0.0,0.0,0.0,0.0,28.0
swift,0.0,0.0,0.0,0.0,6.0
dens,0.0,2.0,2.0,4.0,18.0
hizo,0.0,0.0,0.0,2.0,10.0
compartir,0.0,0.0,0.0,0.0,6.0
viel,0.0,0.0,0.0,0.0,5.0
rooki,0.0,0.0,0.0,0.0,16.0
alik,0.0,0.0,0.0,1.0,30.0
tidbit,0.0,0.0,1.0,0.0,12.0
formul,0.0,0.0,0.0,1.0,55.0
gusta,0.0,0.0,0.0,0.0,22.0
hora,1.0,0.0,1.0,1.0,48.0
siempr,0.0,0.0,0.0,0.0,21.0
breath,1.0,0.0,0.0,1.0,14.0
boa,3.0,1.0,1.0,1.0,67.0
iniciando,0.0,0.0,0.0,0.0,13.0
toughest,0.0,0.0,1.0,0.0,6.0
retak,0.0,0.0,0.0,0.0,16.0
modifi,0.0,2.0,1.0,2.0,15.0
gold,0.0,0.0,0.0,1.0,25.0
leaner,0.0,0.0,1.0,0.0,9.0
helpfulthank,0.0,0.0,0.0,0.0,6.0
mano,0.0,0.0,0.0,0.0,13.0
apoyo,0.0,0.0,0.0,0.0,7.0
snippet,0.0,0.0,0.0,0.0,10.0
squeez,0.0,0.0,3.0,1.0,4.0
personnel,0.0,0.0,0.0,0.0,6.0
artist,0.0,0.0,0.0,0.0,7.0
sirv,0.0,0.0,0.0,0.0,7.0
mindblow,0.0,0.0,0.0,0.0,19.0
cram,0.0,0.0,1.0,0.0,30.0
puzzl,0.0,0.0,0.0,1.0,12.0
helpfuli,0.0,0.0,0.0,0.0,6.0
contato,0.0,0.0,0.0,0.0,6.0
practico,0.0,1.0,1.0,3.0,15.0
aprendida,0.0,0.0,0.0,0.0,8.0
vien,0.0,0.0,0.0,0.0,8.0
recomendacion,0.0,0.0,0.0,0.0,6.0
freeli,0.0,1.0,0.0,0.0,12.0
loop,0.0,1.0,1.0,2.0,108.0
zone,0.0,0.0,1.0,0.0,10.0
reciev,0.0,0.0,0.0,1.0,8.0
thak,0.0,0.0,0.0,0.0,9.0
principio,0.0,0.0,0.0,1.0,9.0
shed,0.0,0.0,0.0,0.0,12.0
adorei,0.0,0.0,0.0,0.0,7.0
materiai,0.0,0.0,0.0,0.0,6.0
silli,0.0,0.0,1.0,1.0,16.0
aplicar,0.0,0.0,0.0,0.0,26.0
fli,1.0,0.0,0.0,5.0,47.0
selfconfid,0.0,0.0,0.0,0.0,18.0
fueron,0.0,0.0,0.0,1.0,10.0
insecur,0.0,0.0,0.0,0.0,13.0
procrastin,2.0,3.0,0.0,0.0,596.0
freshman,0.0,0.0,0.0,0.0,17.0
principiant,0.0,0.0,1.0,0.0,23.0
refrescar,0.0,0.0,0.0,0.0,6.0
pun,0.0,1.0,0.0,0.0,15.0
foe,0.0,0.0,0.0,0.0,6.0
ten,54.0,67.0,117.0,222.0,3537.0
pens,0.0,1.0,0.0,2.0,42.0
basico,0.0,0.0,0.0,0.0,20.0
studentfriendli,0.0,0.0,0.0,0.0,12.0
steadi,0.0,0.0,0.0,0.0,10.0
readabl,0.0,0.0,0.0,1.0,6.0
permet,0.0,0.0,0.0,0.0,11.0
apprendr,0.0,0.0,0.0,0.0,23.0
spoon,0.0,1.0,0.0,1.0,6.0
esa,0.0,2.0,1.0,4.0,179.0
corso,0.0,0.0,0.0,0.0,11.0
leisur,0.0,0.0,0.0,0.0,8.0
verri,0.0,0.0,0.0,1.0,7.0
concisa,0.0,0.0,0.0,0.0,6.0
spoke,2.0,0.0,1.0,6.0,20.0
event,2.0,0.0,1.0,4.0,58.0
definitivament,0.0,0.0,0.0,0.0,6.0
23,1.0,1.0,0.0,1.0,19.0
fluent,0.0,0.0,2.0,0.0,22.0
dislik,0.0,1.0,0.0,0.0,7.0
metodo,0.0,0.0,0.0,0.0,14.0
eficaz,0.0,0.0,0.0,0.0,6.0
manual,0.0,1.0,1.0,0.0,35.0
feliz,0.0,0.0,0.0,0.0,14.0
selfpac,0.0,0.0,0.0,1.0,11.0
apena,0.0,0.0,0.0,0.0,8.0
carrera,0.0,0.0,0.0,2.0,18.0
demo,0.0,1.0,1.0,1.0,100.0
presentan,0.0,0.0,0.0,0.0,8.0
11,0.0,0.0,0.0,0.0,7.0
reallli,0.0,0.0,0.0,0.0,7.0
masterpiec,0.0,0.0,0.0,0.0,12.0
ess,47.0,55.0,92.0,273.0,7152.0
poi,38.0,21.0,32.0,53.0,807.0
instil,0.0,0.0,0.0,0.0,11.0
camino,0.0,0.0,0.0,0.0,6.0
alto,0.0,0.0,0.0,1.0,15.0
sencilla,0.0,0.0,0.0,0.0,19.0
ritmo,0.0,0.0,0.0,0.0,11.0
portfolio,0.0,0.0,0.0,0.0,7.0
introduccion,0.0,0.0,0.0,1.0,5.0
demasiado,0.0,0.0,0.0,0.0,14.0
serial,0.0,0.0,0.0,2.0,9.0
panorama,0.0,0.0,1.0,2.0,10.0
desarrollar,0.0,0.0,0.0,0.0,10.0
ini,24.0,18.0,26.0,62.0,2255.0
sangat,0.0,0.0,0.0,0.0,10.0
comprens,0.0,0.0,0.0,0.0,6.0
exempl,0.0,0.0,0.0,2.0,5.0
completa,0.0,0.0,0.0,0.0,13.0
epic,0.0,0.0,0.0,0.0,8.0
quieran,0.0,0.0,0.0,0.0,8.0
increibl,0.0,0.0,0.0,0.0,7.0
diaria,0.0,0.0,0.0,0.0,7.0
sponsor,0.0,0.0,0.0,0.0,10.0
diferent,0.0,0.0,0.0,0.0,18.0
facilidad,0.0,0.0,0.0,0.0,6.0
muestra,0.0,0.0,0.0,0.0,10.0
audit,0.0,0.0,1.0,1.0,34.0
blown,0.0,0.0,1.0,0.0,6.0
powerful,0.0,0.0,0.0,0.0,8.0
iniciant,0.0,0.0,0.0,0.0,9.0
drill,0.0,0.0,0.0,1.0,7.0
informativo,0.0,0.0,0.0,0.0,6.0
aprendizagem,0.0,0.0,0.0,0.0,12.0
estou,0.0,0.0,0.0,0.0,10.0
goog,12.0,8.0,8.0,17.0,851.0
estuvo,0.0,0.0,0.0,2.0,8.0
whit,2.0,1.0,1.0,0.0,13.0
slower,0.0,0.0,0.0,1.0,7.0
efficac,0.0,0.0,0.0,1.0,8.0
learnabl,0.0,0.0,0.0,0.0,6.0
van,2.0,2.0,11.0,25.0,522.0
gr8,0.0,0.0,0.0,1.0,6.0
muchisimo,0.0,0.0,0.0,0.0,7.0
streamlin,0.0,0.0,1.0,0.0,9.0
hammer,1.0,0.0,1.0,0.0,6.0
plateform,0.0,0.0,0.0,0.0,11.0
spanish,0.0,2.0,0.0,1.0,20.0
worst,5.0,2.0,4.0,2.0,3.0
recomendo,0.0,0.0,0.0,0.0,23.0
glossari,1.0,1.0,1.0,2.0,12.0
condens,0.0,1.0,0.0,2.0,9.0
13,0.0,1.0,0.0,1.0,18.0
sql,2.0,1.0,1.0,5.0,137.0
drag,0.0,1.0,0.0,0.0,8.0
journal,0.0,0.0,1.0,2.0,16.0
selfreflect,0.0,0.0,1.0,0.0,15.0
databas,0.0,0.0,3.0,1.0,37.0
qwiklab,1.0,0.0,2.0,0.0,6.0
syntax,2.0,1.0,4.0,7.0,168.0
toni,0.0,0.0,0.0,0.0,264.0
checklist,1.0,0.0,0.0,0.0,5.0
lifecycl,1.0,0.0,0.0,0.0,6.0
fail,7.0,2.0,0.0,6.0,76.0
fool,1.0,0.0,0.0,0.0,11.0
reenforc,0.0,0.0,0.0,0.0,6.0
useless,2.0,2.0,4.0,0.0,7.0
interview,1.0,3.0,1.0,9.0,506.0
advertis,1.0,1.0,0.0,1.0,4.0
stretch,1.0,0.0,1.0,0.0,6.0
mislead,0.0,0.0,2.0,3.0,1.0
tableau,0.0,0.0,0.0,0.0,13.0
2014,0.0,0.0,0.0,0.0,5.0
volum,3.0,5.0,2.0,2.0,9.0
problemat,0.0,0.0,2.0,2.0,6.0
log,11.0,7.0,14.0,68.0,1060.0
dissapoint,2.0,0.0,3.0,1.0,3.0
dictionari,1.0,1.0,3.0,5.0,10.0
blah,1.0,0.0,0.0,0.0,1.0
swing,2.0,0.0,0.0,0.0,4.0
irrelev,3.0,3.0,2.0,0.0,3.0
illumin,1.0,0.0,0.0,0.0,11.0
disabl,1.0,1.0,0.0,0.0,13.0
asi,31.0,36.0,104.0,374.0,9593.0
satisfact,0.0,1.0,2.0,2.0,32.0
tonn,0.0,0.0,0.0,0.0,7.0
red,5.0,3.0,12.0,8.0,411.0
interv,1.0,3.0,1.0,9.0,513.0
googler,0.0,0.0,0.0,0.0,34.0
rewatch,0.0,1.0,2.0,3.0,23.0
nitti,0.0,0.0,0.0,1.0,5.0
gritti,0.0,0.0,0.0,1.0,11.0
tuition,0.0,0.0,0.0,0.0,7.0
knowleg,0.0,0.0,1.0,0.0,40.0
60,1.0,0.0,0.0,0.0,16.0
trip,0.0,0.0,0.0,1.0,12.0
testtak,0.0,0.0,0.0,0.0,24.0
groundwork,0.0,0.0,0.0,0.0,8.0
prompt,1.0,1.0,2.0,0.0,35.0
represent,0.0,0.0,1.0,1.0,10.0
cert,24.0,13.0,12.0,27.0,690.0
beginnerfriendli,0.0,0.0,0.0,0.0,31.0
wether,0.0,0.0,0.0,0.0,7.0
flourish,0.0,0.0,0.0,0.0,6.0
entrylevel,1.0,0.0,0.0,3.0,10.0
affirm,0.0,0.0,0.0,0.0,13.0
literaci,0.0,0.0,0.0,0.0,6.0
improvis,0.0,0.0,1.0,0.0,7.0
hungri,0.0,0.0,0.0,0.0,7.0
course1,0.0,0.0,0.0,0.0,6.0
alphabet,0.0,1.0,0.0,1.0,5.0
repli,2.0,1.0,4.0,1.0,11.0
tal,28.0,11.0,15.0,36.0,973.0
alumno,0.0,0.0,0.0,0.0,7.0
cambiar,0.0,0.0,0.0,0.0,6.0
essay,0.0,0.0,0.0,0.0,14.0
estim,1.0,0.0,0.0,1.0,15.0
mom,2.0,0.0,1.0,2.0,146.0
gut,0.0,0.0,0.0,0.0,7.0
franci,0.0,0.0,0.0,0.0,6.0
shine,0.0,0.0,0.0,0.0,11.0
yeah,1.0,0.0,0.0,2.0,15.0
sprinkl,0.0,1.0,0.0,0.0,7.0
pain,3.0,0.0,3.0,3.0,24.0
transcrib,1.0,3.0,0.0,0.0,2.0
sake,0.0,1.0,0.0,0.0,12.0
mitig,0.0,0.0,0.0,2.0,4.0
render,1.0,0.0,0.0,0.0,5.0
lograr,0.0,0.0,0.0,0.0,9.0
testimoni,0.0,0.0,0.0,0.0,8.0
redund,3.0,0.0,1.0,2.0,8.0
email,1.0,0.0,0.0,0.0,18.0
sink,0.0,0.0,0.0,0.0,12.0
arab,0.0,0.0,0.0,2.0,17.0
pre,50.0,63.0,116.0,248.0,4848.0
branch,0.0,0.0,0.0,0.0,10.0
sent,30.0,42.0,49.0,68.0,1858.0
contributor,0.0,0.0,0.0,0.0,6.0
reread,0.0,1.0,2.0,3.0,22.0
tour,0.0,0.0,0.0,0.0,12.0
captur,0.0,1.0,1.0,5.0,16.0
scrap,1.0,1.0,7.0,23.0,120.0
chronolog,0.0,0.0,0.0,0.0,6.0
cuanto,0.0,0.0,0.0,0.0,8.0
scholar,0.0,0.0,0.0,1.0,26.0
aquir,0.0,0.0,0.0,0.0,6.0
audibl,0.0,0.0,8.0,6.0,7.0
throughli,0.0,0.0,0.0,0.0,11.0
palat,0.0,0.0,0.0,0.0,7.0
28,0.0,0.0,0.0,0.0,8.0
fell,1.0,2.0,0.0,3.0,60.0
abund,0.0,0.0,0.0,2.0,15.0
caption,2.0,1.0,1.0,3.0,9.0
dado,0.0,0.0,0.0,1.0,99.0
nota,0.0,0.0,0.0,0.0,8.0
parecio,0.0,0.0,0.0,1.0,8.0
courag,4.0,1.0,4.0,9.0,398.0
demeanor,0.0,0.0,0.0,0.0,13.0
priceless,0.0,0.0,0.0,0.0,20.0
intructor,0.0,1.0,0.0,0.0,7.0
whatsoev,2.0,0.0,1.0,0.0,13.0
asleep,1.0,0.0,0.0,0.0,6.0
reiter,0.0,0.0,0.0,0.0,8.0
easytofollow,0.0,0.0,0.0,0.0,11.0
impost,0.0,0.0,0.0,0.0,24.0
analista,0.0,0.0,0.0,0.0,11.0
conclus,1.0,0.0,1.0,1.0,20.0
gist,0.0,1.0,1.0,3.0,34.0
endless,0.0,0.0,0.0,0.0,7.0
estudio,0.0,0.0,0.0,0.0,57.0
dinamica,0.0,0.0,0.0,0.0,6.0
alien,0.0,0.0,0.0,0.0,6.0
unsur,2.0,0.0,0.0,0.0,9.0
imform,0.0,0.0,0.0,1.0,11.0
th,171.0,155.0,318.0,1110.0,30490.0
di,118.0,125.0,282.0,499.0,8376.0
processo,0.0,0.0,0.0,0.0,8.0
che,17.0,16.0,32.0,53.0,2461.0
tecnica,0.0,0.0,0.0,0.0,14.0
cs,1.0,1.0,2.0,3.0,52.0
attribut,1.0,0.0,0.0,0.0,9.0
store,0.0,0.0,1.0,0.0,23.0
adult,0.0,0.0,0.0,0.0,50.0
enthus,1.0,3.0,3.0,7.0,227.0
throught,0.0,0.0,1.0,0.0,13.0
struck,0.0,0.0,1.0,0.0,9.0
proce,6.0,2.0,4.0,22.0,1175.0
anticip,0.0,0.0,0.0,1.0,12.0
strive,0.0,0.0,0.0,0.0,10.0
relationship,1.0,0.0,1.0,2.0,15.0
realtim,0.0,0.0,0.0,1.0,12.0
anlysi,0.0,0.0,0.0,0.0,7.0
aprendizado,0.0,0.0,0.0,0.0,22.0
melhor,0.0,0.0,0.0,2.0,27.0
critiqu,0.0,0.0,0.0,1.0,5.0
random,1.0,0.0,0.0,0.0,9.0
tea,40.0,31.0,62.0,128.0,5951.0
partak,1.0,0.0,0.0,0.0,5.0
naiv,0.0,1.0,0.0,0.0,6.0
sight,0.0,3.0,6.0,43.0,1301.0
tap,0.0,1.0,1.0,0.0,90.0
youd,0.0,0.0,1.0,0.0,13.0
flashcard,0.0,0.0,0.0,0.0,5.0
infecti,0.0,0.0,0.0,0.0,8.0
anxieti,0.0,0.0,0.0,0.0,45.0
belief,0.0,0.0,0.0,0.0,33.0
intellectu,1.0,0.0,1.0,0.0,19.0
behav,2.0,1.0,0.0,1.0,55.0
smartli,0.0,0.0,0.0,0.0,6.0
analysist,0.0,0.0,0.0,0.0,6.0
vai,2.0,6.0,2.0,14.0,311.0
seu,0.0,0.0,0.0,0.0,25.0
comparison,0.0,0.0,3.0,2.0,13.0
onward,0.0,1.0,0.0,0.0,10.0
ace,9.0,11.0,21.0,51.0,1313.0
vividli,0.0,0.0,0.0,0.0,9.0
await,0.0,0.0,0.0,0.0,10.0
coder,0.0,0.0,0.0,0.0,21.0
fond,0.0,0.0,0.0,0.0,6.0
resours,0.0,0.0,0.0,0.0,7.0
itthank,0.0,0.0,0.0,0.0,7.0
empathi,0.0,0.0,0.0,0.0,6.0
