word,star_1,star_2,star_3,star_4,star_5
highli,2.0,4.0,4.0,23.0,1973.0
recommend,9.0,13.0,16.0,85.0,4345.0
anyon,5.0,2.0,2.0,34.0,1666.0
want,14.0,11.0,15.0,67.0,2592.0
start,13.0,8.0,18.0,135.0,4046.0
learn,46.0,44.0,87.0,459.0,18113.0
ai,65.0,57.0,147.0,713.0,11263.0
explain,16.0,10.0,56.0,157.0,3023.0
coher,0.0,0.0,0.0,0.0,10.0
intuit,0.0,0.0,1.0,2.0,135.0
way,19.0,18.0,39.0,118.0,5286.0
help,34.0,18.0,48.0,197.0,7735.0
lay,4.0,1.0,4.0,10.0,312.0
foundat,2.0,3.0,5.0,15.0,1039.0
lifelong,0.0,0.0,0.0,1.0,118.0
experi,17.0,13.0,21.0,80.0,3092.0
new,9.0,11.0,24.0,87.0,3866.0
career,1.0,0.0,2.0,25.0,752.0
brilliantli,0.0,0.0,0.0,1.0,49.0
deliv,1.0,9.0,6.0,15.0,474.0
contain,2.0,5.0,3.0,5.0,91.0
import,5.0,6.0,6.0,32.0,1080.0
stuff,7.0,3.0,13.0,27.0,434.0
practition,0.0,0.0,0.0,2.0,14.0
expert,3.0,4.0,3.0,10.0,288.0
orient,0.0,0.0,3.0,6.0,53.0
themselv,3.0,1.0,2.0,2.0,66.0
watch,12.0,6.0,10.0,13.0,400.0
video,66.0,59.0,115.0,197.0,2375.0
two,16.0,14.0,38.0,74.0,410.0
everi,6.0,3.0,11.0,20.0,1577.0
day,9.0,5.0,5.0,18.0,1054.0
im,104.0,63.0,162.0,435.0,9529.0
realli,33.0,38.0,60.0,186.0,7023.0
enjoy,1.0,5.0,14.0,68.0,3015.0
use,39.0,40.0,91.0,312.0,6556.0
equip,0.0,1.0,2.0,3.0,76.0
right,5.0,6.0,8.0,12.0,647.0
attitud,0.0,0.0,0.0,0.0,62.0
project,2.0,3.0,4.0,40.0,341.0
limit,2.0,2.0,6.0,15.0,164.0
affect,0.0,0.0,0.0,1.0,54.0
veri,90.0,85.0,174.0,681.0,16110.0
benefici,0.0,1.0,1.0,2.0,225.0
set,5.0,3.0,7.0,29.0,592.0
mindset,0.0,0.0,1.0,2.0,97.0
carri,0.0,0.0,0.0,3.0,83.0
next,1.0,3.0,7.0,20.0,1110.0
cours,151.0,139.0,322.0,1419.0,34458.0
got,8.0,6.0,14.0,42.0,932.0
comprehens,2.0,2.0,2.0,15.0,377.0
overview,0.0,2.0,13.0,79.0,588.0
mean,15.0,4.0,12.0,15.0,352.0
variou,0.0,2.0,4.0,16.0,316.0
concept,15.0,16.0,47.0,111.0,2737.0
talk,19.0,9.0,8.0,15.0,212.0
thi,135.0,116.0,229.0,715.0,21694.0
context,1.0,1.0,3.0,5.0,87.0
excel,4.0,5.0,13.0,132.0,8910.0
one,54.0,48.0,62.0,172.0,4072.0
solid,1.0,3.0,3.0,13.0,331.0
ground,9.0,6.0,22.0,32.0,801.0
five,0.0,0.0,2.0,2.0,80.0
star,16.0,10.0,30.0,179.0,4230.0
thank,2.0,4.0,24.0,238.0,10580.0
andrew,0.0,0.0,6.0,67.0,1338.0
wonder,3.0,1.0,4.0,42.0,1684.0
insight,0.0,3.0,6.0,43.0,1295.0
clear,11.0,23.0,61.0,97.0,2502.0
lot,20.0,30.0,53.0,192.0,5515.0
doubt,2.0,2.0,2.0,8.0,218.0
misconcept,0.0,0.0,0.0,1.0,46.0
onc,19.0,23.0,54.0,137.0,3398.0
kudo,0.0,0.0,0.0,2.0,138.0
prof,15.0,17.0,22.0,67.0,3072.0
ng,66.0,69.0,120.0,360.0,9693.0
educ,7.0,6.0,4.0,13.0,719.0
world,5.0,5.0,8.0,61.0,1227.0
better,29.0,28.0,45.0,135.0,1837.0
place,5.0,6.0,10.0,16.0,283.0
professor,4.0,5.0,12.0,39.0,1738.0
complex,1.0,1.0,12.0,32.0,347.0
topic,18.0,17.0,46.0,103.0,1267.0
simpl,8.0,12.0,17.0,71.0,2187.0
easi,11.0,9.0,46.0,195.0,5887.0
understand,42.0,52.0,131.0,325.0,6223.0
idea,3.0,9.0,11.0,41.0,1020.0
everyon,5.0,1.0,4.0,38.0,1838.0
growth,0.0,0.0,1.0,0.0,33.0
valu,5.0,6.0,6.0,29.0,848.0
societi,0.0,0.0,1.0,14.0,157.0
economi,0.0,0.0,0.0,5.0,17.0
fact,8.0,9.0,9.0,11.0,316.0
wa,103.0,104.0,228.0,643.0,16377.0
total,9.0,2.0,4.0,13.0,369.0
ignor,1.0,0.0,2.0,1.0,31.0
could,35.0,31.0,52.0,176.0,1118.0
basic,21.0,27.0,61.0,193.0,4146.0
gain,3.0,0.0,2.0,29.0,721.0
enough,8.0,16.0,26.0,37.0,536.0
knowledg,16.0,18.0,29.0,165.0,3432.0
primari,1.0,1.0,0.0,2.0,43.0
principl,0.0,1.0,2.0,7.0,114.0
mani,17.0,31.0,40.0,72.0,2150.0
instructor,32.0,26.0,47.0,91.0,3266.0
enlighten,0.0,0.0,1.0,3.0,115.0
yet,2.0,2.0,4.0,16.0,365.0
inform,26.0,35.0,70.0,210.0,3404.0
interest,10.0,20.0,31.0,144.0,3539.0
length,1.0,1.0,3.0,2.0,52.0
nice,5.0,4.0,22.0,172.0,2073.0
ha,88.0,86.0,168.0,567.0,17110.0
trigger,0.0,0.0,0.0,1.0,12.0
great,9.0,13.0,66.0,415.0,10812.0
keep,4.0,7.0,5.0,16.0,879.0
good,34.0,58.0,206.0,921.0,8204.0
work,21.0,25.0,44.0,128.0,3617.0
put,9.0,16.0,11.0,48.0,1321.0
extrem,14.0,14.0,6.0,12.0,618.0
introductori,4.0,2.0,11.0,43.0,582.0
elementari,0.0,0.0,0.0,2.0,35.0
introduct,5.0,10.0,38.0,173.0,2252.0
current,2.0,0.0,2.0,22.0,234.0
doe,25.0,17.0,22.0,27.0,664.0
lead,2.0,3.0,5.0,15.0,147.0
concret,1.0,2.0,0.0,3.0,45.0
take,19.0,21.0,27.0,73.0,3539.0
back,16.0,15.0,29.0,51.0,1248.0
offer,1.0,8.0,2.0,12.0,408.0
absolut,6.0,3.0,4.0,8.0,689.0
free,5.0,10.0,4.0,9.0,307.0
cost,0.0,0.0,0.0,3.0,37.0
includ,6.0,6.0,12.0,33.0,322.0
certif,20.0,12.0,7.0,19.0,421.0
track,0.0,1.0,3.0,2.0,79.0
given,14.0,11.0,17.0,43.0,502.0
reput,0.0,0.0,0.0,3.0,8.0
thu,2.0,3.0,6.0,12.0,317.0
demand,0.0,0.0,0.0,3.0,38.0
small,2.0,4.0,7.0,12.0,247.0
step,7.0,6.0,9.0,20.0,860.0
big,4.0,2.0,5.0,13.0,432.0
pictur,0.0,1.0,4.0,5.0,122.0
awesom,0.0,2.0,5.0,45.0,1949.0
thing,13.0,18.0,42.0,114.0,2994.0
qualiti,56.0,60.0,114.0,154.0,321.0
background,8.0,6.0,20.0,24.0,706.0
compar,6.0,6.0,17.0,25.0,107.0
becam,2.0,1.0,1.0,4.0,68.0
fan,0.0,0.0,1.0,16.0,879.0
coursera,19.0,8.0,10.0,52.0,2817.0
found,14.0,11.0,29.0,57.0,2069.0
direct,4.0,3.0,5.0,11.0,165.0
pursu,0.0,1.0,1.0,5.0,166.0
would,34.0,43.0,84.0,222.0,2596.0
also,14.0,20.0,46.0,122.0,2917.0
fee,19.0,27.0,41.0,73.0,1624.0
content,33.0,39.0,76.0,161.0,1946.0
worth,12.0,8.0,6.0,15.0,539.0
glad,0.0,1.0,1.0,8.0,457.0
opportun,1.0,0.0,2.0,15.0,801.0
impact,1.0,0.0,4.0,19.0,261.0
regular,1.0,0.0,3.0,10.0,104.0
busi,1.0,0.0,6.0,19.0,489.0
whatev,0.0,0.0,1.0,0.0,104.0
alreadi,5.0,7.0,10.0,23.0,942.0
area,3.0,6.0,6.0,16.0,346.0
plu,2.0,2.0,1.0,3.0,119.0
might,4.0,11.0,9.0,13.0,269.0
uniqu,1.0,0.0,0.0,3.0,95.0
qualifi,1.0,1.0,0.0,0.0,23.0
valuabl,1.0,1.0,2.0,18.0,541.0
appli,6.0,6.0,13.0,57.0,1473.0
inspir,1.0,1.0,2.0,2.0,467.0
class,17.0,12.0,23.0,45.0,1795.0
wellpres,0.0,0.0,0.0,0.0,13.0
social,1.0,0.0,0.0,3.0,36.0
relev,6.0,8.0,5.0,18.0,263.0
exampl,15.0,18.0,35.0,107.0,1156.0
engag,3.0,6.0,7.0,16.0,822.0
finish,9.0,6.0,11.0,15.0,697.0
less,13.0,22.0,32.0,75.0,1270.0
week,29.0,15.0,35.0,82.0,875.0
deep,3.0,3.0,21.0,68.0,716.0
manner,2.0,2.0,4.0,11.0,492.0
must,2.0,3.0,5.0,18.0,724.0
admit,0.0,0.0,1.0,2.0,26.0
best,5.0,9.0,20.0,49.0,3479.0
onlin,3.0,6.0,7.0,18.0,919.0
ive,35.0,38.0,69.0,194.0,5144.0
complet,31.0,25.0,36.0,85.0,2101.0
far,9.0,11.0,12.0,13.0,532.0
sweet,0.0,0.0,0.0,1.0,24.0
everyth,10.0,5.0,10.0,28.0,1169.0
need,31.0,31.0,66.0,137.0,1273.0
know,33.0,28.0,55.0,257.0,5783.0
clearli,1.0,6.0,13.0,23.0,497.0
simpli,5.0,7.0,7.0,12.0,599.0
without,16.0,14.0,19.0,30.0,649.0
loos,1.0,1.0,0.0,0.0,11.0
essenc,0.0,0.0,0.0,0.0,15.0
quickli,0.0,1.0,3.0,4.0,198.0
get,47.0,28.0,44.0,143.0,3219.0
arm,1.0,0.0,0.0,0.0,86.0
around,4.0,5.0,8.0,13.0,218.0
possibl,2.0,2.0,6.0,19.0,421.0
4,14.0,9.0,16.0,40.0,290.0
lectur,22.0,30.0,50.0,102.0,1484.0
develop,1.0,4.0,6.0,23.0,598.0
move,3.0,5.0,3.0,9.0,296.0
machin,1.0,0.0,5.0,30.0,244.0
articul,1.0,4.0,6.0,18.0,240.0
equal,0.0,1.0,1.0,2.0,30.0
challeng,4.0,11.0,17.0,56.0,931.0
quiz,15.0,15.0,25.0,43.0,986.0
evalu,1.0,0.0,1.0,0.0,49.0
candid,0.0,0.0,0.0,4.0,14.0
data,16.0,8.0,37.0,136.0,4150.0
scienc,8.0,1.0,2.0,23.0,647.0
teacher,6.0,11.0,23.0,39.0,2130.0
creat,4.0,6.0,3.0,14.0,651.0
look,18.0,21.0,18.0,50.0,1806.0
forward,2.0,6.0,3.0,20.0,1386.0
concis,0.0,1.0,1.0,6.0,289.0
give,27.0,23.0,54.0,146.0,2401.0
person,8.0,8.0,10.0,30.0,1055.0
previou,6.0,9.0,23.0,61.0,418.0
field,3.0,6.0,6.0,45.0,843.0
grasp,3.0,3.0,8.0,15.0,324.0
system,3.0,1.0,3.0,19.0,244.0
fantast,0.0,0.0,1.0,13.0,846.0
ani,38.0,50.0,54.0,144.0,4098.0
softwar,0.0,0.0,2.0,5.0,171.0
highlevel,0.0,0.0,1.0,6.0,20.0
intro,12.0,19.0,56.0,232.0,3029.0
onli,30.0,25.0,36.0,83.0,2170.0
unfamiliar,1.0,0.0,1.0,2.0,19.0
engin,0.0,3.0,1.0,13.0,219.0
see,26.0,29.0,48.0,82.0,1213.0
relat,5.0,2.0,13.0,26.0,487.0
make,22.0,26.0,38.0,89.0,3269.0
sens,5.0,2.0,5.0,7.0,247.0
procedur,0.0,0.0,1.0,2.0,28.0
layman,1.0,0.0,1.0,2.0,37.0
abstract,0.0,0.0,2.0,5.0,26.0
time,50.0,25.0,54.0,109.0,2460.0
think,14.0,24.0,46.0,101.0,1901.0
robot,0.0,0.0,1.0,4.0,21.0
come,10.0,6.0,8.0,20.0,892.0
eye,1.0,0.0,1.0,3.0,307.0
open,0.0,1.0,1.0,7.0,497.0
simplest,0.0,0.0,0.0,1.0,53.0
across,0.0,2.0,2.0,4.0,186.0
industri,2.0,1.0,3.0,21.0,203.0
although,2.0,3.0,11.0,23.0,339.0
begin,16.0,21.0,52.0,173.0,4200.0
motiv,3.0,2.0,2.0,9.0,641.0
continu,8.0,5.0,5.0,12.0,893.0
studi,6.0,8.0,13.0,32.0,2213.0
feel,14.0,20.0,34.0,58.0,1521.0
light,1.0,3.0,11.0,18.0,367.0
actual,11.0,11.0,16.0,41.0,669.0
advic,3.0,0.0,1.0,3.0,184.0
gener,6.0,5.0,15.0,44.0,546.0
meant,1.0,0.0,2.0,1.0,41.0
nontechn,1.0,0.0,2.0,18.0,147.0
mostli,4.0,3.0,10.0,17.0,64.0
speech,2.0,2.0,4.0,4.0,23.0
made,13.0,14.0,24.0,41.0,1636.0
author,1.0,1.0,2.0,0.0,66.0
repres,0.0,1.0,2.0,1.0,33.0
price,1.0,3.0,1.0,4.0,27.0
especi,2.0,9.0,14.0,29.0,761.0
titl,5.0,8.0,10.0,15.0,153.0
promis,2.0,1.0,0.0,2.0,42.0
introduc,10.0,14.0,50.0,197.0,2686.0
well,17.0,19.0,44.0,153.0,4669.0
design,5.0,5.0,5.0,8.0,872.0
boost,0.0,0.0,1.0,3.0,145.0
beginn,12.0,16.0,48.0,151.0,3515.0
enter,2.0,0.0,3.0,10.0,314.0
amaz,0.0,5.0,4.0,52.0,3220.0
transform,0.0,0.0,0.0,7.0,83.0
word,8.0,12.0,9.0,26.0,268.0
definit,12.0,8.0,5.0,25.0,1118.0
attend,2.0,1.0,2.0,4.0,237.0
much,32.0,34.0,62.0,129.0,4304.0
opinion,2.0,2.0,8.0,6.0,114.0
rather,7.0,6.0,11.0,9.0,176.0
statement,2.0,2.0,2.0,3.0,60.0
support,4.0,3.0,4.0,15.0,232.0
live,3.0,6.0,5.0,11.0,401.0
implic,0.0,0.0,3.0,4.0,97.0
technic,6.0,3.0,19.0,62.0,440.0
curiou,0.0,0.0,0.0,0.0,87.0
mind,6.0,2.0,3.0,4.0,827.0
like,39.0,44.0,69.0,202.0,3646.0
find,13.0,14.0,16.0,24.0,669.0
overlap,0.0,1.0,0.0,1.0,5.0
profession,11.0,11.0,6.0,11.0,628.0
vertic,0.0,0.0,0.0,1.0,5.0
skill,8.0,10.0,13.0,44.0,2448.0
hi,145.0,124.0,249.0,799.0,23591.0
explan,13.0,9.0,42.0,108.0,1396.0
bia,0.0,0.0,1.0,5.0,66.0
program,18.0,19.0,42.0,70.0,4722.0
reduc,1.0,2.0,1.0,0.0,43.0
go,71.0,92.0,250.0,1018.0,11702.0
whole,3.0,5.0,8.0,16.0,482.0
life,6.0,4.0,5.0,18.0,2169.0
long,9.0,10.0,14.0,30.0,1052.0
wast,21.0,4.0,3.0,2.0,79.0
money,10.0,4.0,1.0,3.0,43.0
hardli,1.0,1.0,0.0,1.0,10.0
anyth,13.0,6.0,6.0,13.0,471.0
meaning,1.0,0.0,0.0,1.0,78.0
read,29.0,27.0,53.0,72.0,1996.0
articl,2.0,0.0,0.0,5.0,51.0
kickoff,0.0,0.0,0.0,1.0,5.0
momentum,0.0,0.0,0.0,0.0,14.0
say,18.0,11.0,18.0,28.0,784.0
first,17.0,15.0,33.0,63.0,1935.0
materi,17.0,26.0,51.0,120.0,2354.0
goood,0.0,0.0,0.0,1.0,10.0
fun,2.0,7.0,18.0,63.0,2761.0
line,2.0,8.0,12.0,9.0,118.0
journey,1.0,0.0,0.0,14.0,677.0
follow,14.0,14.0,25.0,53.0,1481.0
tip,5.0,6.0,6.0,11.0,1064.0
mention,4.0,5.0,7.0,15.0,199.0
process,5.0,2.0,3.0,19.0,1070.0
regard,2.0,1.0,4.0,25.0,393.0
ever,27.0,28.0,51.0,138.0,7850.0
done,9.0,11.0,10.0,28.0,819.0
show,3.0,6.0,10.0,21.0,412.0
acceler,0.0,0.0,0.0,0.0,11.0
job,6.0,5.0,5.0,16.0,1002.0
compani,2.0,5.0,3.0,25.0,249.0
startup,0.0,0.0,0.0,0.0,30.0
dont,25.0,15.0,33.0,37.0,717.0
enrol,2.0,1.0,2.0,7.0,357.0
earli,5.0,8.0,17.0,35.0,787.0
satisfi,0.0,1.0,1.0,3.0,185.0
chose,1.0,1.0,0.0,3.0,52.0
starter,0.0,1.0,2.0,13.0,149.0
easili,3.0,1.0,1.0,33.0,773.0
fruit,0.0,0.0,1.0,2.0,52.0
last,5.0,11.0,13.0,43.0,304.0
love,2.0,1.0,6.0,47.0,3125.0
deeplearningai,0.0,0.0,1.0,4.0,40.0
provid,9.0,19.0,34.0,85.0,1801.0
thought,6.0,7.0,6.0,19.0,879.0
focus,4.0,6.0,9.0,8.0,293.0
essenti,2.0,4.0,1.0,7.0,575.0
environ,1.0,1.0,1.0,4.0,113.0
present,27.0,36.0,46.0,61.0,1289.0
state,6.0,5.0,6.0,7.0,132.0
someon,17.0,14.0,10.0,22.0,592.0
behind,2.0,0.0,3.0,4.0,248.0
taken,2.0,7.0,8.0,16.0,707.0
befor,8.0,9.0,12.0,30.0,1238.0
specif,3.0,4.0,6.0,12.0,164.0
scratch,0.0,3.0,4.0,16.0,231.0
practic,14.0,17.0,31.0,106.0,2295.0
implement,1.0,2.0,2.0,17.0,273.0
suggest,4.0,3.0,10.0,19.0,360.0
applic,2.0,2.0,10.0,39.0,479.0
ad,92.0,93.0,168.0,309.0,7392.0
siri,0.0,0.0,0.0,2.0,6.0
nation,0.0,0.0,1.0,0.0,12.0
countri,0.0,0.0,4.0,1.0,45.0
pakistan,0.0,0.0,0.0,0.0,11.0
technolog,3.0,2.0,3.0,40.0,286.0
common,0.0,0.0,2.0,1.0,121.0
devic,0.0,0.0,0.0,0.0,5.0
expens,0.0,1.0,0.0,1.0,9.0
frequent,1.0,4.0,1.0,0.0,40.0
exposur,0.0,0.0,1.0,5.0,42.0
requir,6.0,6.0,22.0,30.0,386.0
anoth,7.0,11.0,8.0,13.0,321.0
case,2.0,4.0,8.0,21.0,192.0
expertis,0.0,0.0,1.0,5.0,53.0
emphas,0.0,2.0,2.0,6.0,50.0
kind,5.0,4.0,12.0,25.0,367.0
hardwar,0.0,0.0,0.0,0.0,33.0
discuss,12.0,8.0,11.0,26.0,317.0
otherwis,1.0,1.0,7.0,24.0,67.0
perfect,0.0,5.0,4.0,26.0,1030.0
load,4.0,5.0,8.0,11.0,163.0
hype,1.0,2.0,1.0,3.0,33.0
media,0.0,0.0,1.0,2.0,19.0
artifici,0.0,0.0,2.0,26.0,261.0
intellig,4.0,3.0,5.0,27.0,306.0
quit,7.0,9.0,29.0,52.0,682.0
confus,13.0,6.0,10.0,36.0,117.0
whether,2.0,2.0,2.0,6.0,141.0
moment,2.0,0.0,1.0,2.0,140.0
feasibl,0.0,0.0,0.0,0.0,12.0
howev,7.0,18.0,49.0,82.0,352.0
realiz,2.0,3.0,1.0,2.0,289.0
pitch,0.0,0.0,1.0,1.0,14.0
level,10.0,12.0,24.0,62.0,920.0
ensur,0.0,1.0,1.0,4.0,82.0
inclus,0.0,0.0,0.0,2.0,43.0
benefit,0.0,3.0,5.0,6.0,320.0
student,13.0,20.0,27.0,62.0,1849.0
futur,0.0,1.0,4.0,33.0,815.0
aspect,2.0,0.0,10.0,22.0,397.0
brilliant,1.0,0.0,1.0,4.0,377.0
mass,0.0,1.0,0.0,2.0,40.0
inde,0.0,2.0,5.0,17.0,329.0
id,107.0,115.0,219.0,459.0,8723.0
becaus,24.0,12.0,42.0,68.0,1092.0
half,3.0,3.0,4.0,2.0,59.0
million,1.0,0.0,0.0,1.0,34.0
peopl,15.0,17.0,21.0,42.0,1504.0
took,6.0,5.0,6.0,11.0,622.0
public,0.0,0.0,0.0,2.0,27.0
polici,2.0,0.0,0.0,2.0,6.0
analyst,2.0,3.0,2.0,3.0,772.0
cover,10.0,11.0,25.0,76.0,784.0
terminolog,3.0,3.0,4.0,14.0,119.0
shift,0.0,0.0,0.0,1.0,66.0
manag,4.0,2.0,5.0,13.0,383.0
2,27.0,21.0,41.0,53.0,540.0
3,21.0,13.0,22.0,31.0,369.0
briefli,0.0,0.0,0.0,5.0,18.0
societ,0.0,0.0,1.0,16.0,163.0
issu,7.0,10.0,10.0,27.0,177.0
appreci,0.0,3.0,12.0,32.0,664.0
bit,4.0,11.0,39.0,165.0,1175.0
instead,14.0,10.0,5.0,12.0,129.0
term,12.0,10.0,19.0,56.0,782.0
spent,2.0,4.0,4.0,6.0,122.0
method,3.0,6.0,7.0,15.0,955.0
train,4.0,6.0,6.0,16.0,374.0
test,4.0,11.0,14.0,25.0,961.0
neural,0.0,0.0,0.0,3.0,43.0
network,0.0,3.0,6.0,16.0,87.0
cool,0.0,0.0,0.0,13.0,201.0
conclud,0.0,0.0,0.0,1.0,12.0
session,0.0,2.0,4.0,18.0,317.0
outlin,0.0,1.0,2.0,6.0,66.0
languag,6.0,6.0,6.0,26.0,1434.0
tool,3.0,4.0,9.0,41.0,1340.0
learner,4.0,2.0,4.0,21.0,928.0
decent,1.0,4.0,7.0,11.0,25.0
still,3.0,9.0,20.0,60.0,591.0
sit,10.0,10.0,12.0,29.0,654.0
probabl,6.0,3.0,9.0,12.0,139.0
longer,1.0,3.0,5.0,10.0,78.0
indepth,0.0,1.0,3.0,10.0,88.0
btw,0.0,0.0,0.0,2.0,13.0
movi,1.0,1.0,0.0,1.0,4.0
goe,0.0,2.0,3.0,5.0,147.0
faster,0.0,2.0,1.0,5.0,110.0
increas,1.0,1.0,3.0,16.0,231.0
speed,1.0,2.0,3.0,5.0,130.0
structur,4.0,8.0,23.0,35.0,1301.0
point,38.0,21.0,32.0,53.0,798.0
view,13.0,15.0,33.0,114.0,1765.0
execut,1.0,1.0,3.0,7.0,110.0
framework,0.0,0.0,0.0,4.0,52.0
base,4.0,4.0,5.0,24.0,405.0
organ,3.0,5.0,8.0,19.0,740.0
convey,0.0,1.0,2.0,2.0,57.0
power,5.0,5.0,2.0,9.0,440.0
messag,2.0,1.0,2.0,4.0,34.0
balanc,0.0,0.0,0.0,7.0,86.0
shorter,0.0,0.0,0.0,3.0,16.0
expect,21.0,27.0,26.0,49.0,460.0
even,31.0,15.0,29.0,52.0,1773.0
plan,17.0,9.0,43.0,114.0,1741.0
durat,0.0,0.0,1.0,2.0,21.0
achiev,0.0,1.0,2.0,6.0,248.0
skim,0.0,1.0,2.0,4.0,9.0
book,10.0,4.0,6.0,24.0,622.0
littl,9.0,15.0,34.0,122.0,727.0
nonetheless,0.0,2.0,0.0,4.0,21.0
didnt,17.0,20.0,28.0,36.0,486.0
happi,0.0,0.0,4.0,15.0,743.0
dedic,0.0,1.0,2.0,2.0,87.0
visual,5.0,6.0,6.0,5.0,182.0
user,1.0,4.0,6.0,6.0,324.0
form,30.0,36.0,77.0,255.0,4655.0
advanc,2.0,2.0,10.0,24.0,373.0
comput,2.0,5.0,8.0,18.0,586.0
analyt,3.0,0.0,2.0,3.0,1247.0
curios,0.0,0.0,1.0,1.0,57.0
autom,0.0,2.0,3.0,5.0,47.0
consum,1.0,2.0,1.0,1.0,24.0
resourc,6.0,5.0,6.0,24.0,357.0
sure,6.0,8.0,8.0,24.0,679.0
note,2.0,9.0,4.0,14.0,195.0
tad,1.0,0.0,1.0,3.0,66.0
overwhelm,2.0,0.0,1.0,4.0,98.0
believ,9.0,4.0,7.0,8.0,392.0
web,8.0,9.0,45.0,161.0,843.0
link,3.0,10.0,12.0,17.0,82.0
plethora,0.0,0.0,1.0,0.0,10.0
posit,4.0,3.0,1.0,2.0,196.0
passion,0.0,1.0,2.0,1.0,266.0
shorten,0.0,1.0,1.0,0.0,4.0
left,7.0,1.0,5.0,4.0,75.0
eg,23.0,30.0,80.0,240.0,5963.0
product,2.0,7.0,4.0,8.0,306.0
etc,5.0,7.0,13.0,35.0,313.0
econom,0.0,0.0,1.0,6.0,27.0
overal,2.0,10.0,27.0,131.0,564.0
though,14.0,20.0,27.0,92.0,1734.0
exploit,0.0,0.0,1.0,1.0,8.0
advantag,0.0,0.0,1.0,1.0,98.0
pretti,6.0,6.0,18.0,42.0,376.0
ok,36.0,38.0,49.0,111.0,3236.0
vagu,5.0,2.0,3.0,3.0,11.0
substanc,2.0,1.0,0.0,0.0,5.0
una,5.0,1.0,4.0,9.0,278.0
gran,0.0,0.0,0.0,7.0,100.0
tomar,0.0,0.0,0.0,0.0,27.0
est,53.0,62.0,113.0,315.0,9701.0
curso,2.0,2.0,3.0,21.0,1214.0
pue,2.0,0.0,2.0,1.0,96.0
la,77.0,72.0,177.0,536.0,11225.0
inteligencia,0.0,0.0,0.0,0.0,14.0
es,124.0,122.0,242.0,696.0,19875.0
un,99.0,103.0,240.0,602.0,14348.0
concepto,0.0,0.0,1.0,4.0,79.0
que,22.0,24.0,39.0,63.0,1386.0
interesado,0.0,0.0,0.0,0.0,12.0
desd,0.0,0.0,0.0,0.0,49.0
hace,1.0,0.0,1.0,2.0,88.0
cantidad,0.0,0.0,0.0,0.0,7.0
consider,0.0,1.0,1.0,2.0,51.0
de,141.0,159.0,378.0,975.0,19332.0
tiempo,1.0,0.0,2.0,0.0,42.0
al,149.0,143.0,297.0,832.0,19062.0
igual,0.0,0.0,1.0,1.0,8.0
otra,1.0,0.0,1.0,0.0,14.0
persona,0.0,0.0,0.0,0.0,70.0
cierta,0.0,0.0,1.0,1.0,4.0
dificultad,0.0,0.0,0.0,1.0,10.0
para,2.0,2.0,3.0,22.0,736.0
entend,1.0,0.0,0.0,4.0,158.0
forma,1.0,1.0,5.0,19.0,471.0
era,27.0,22.0,49.0,218.0,4136.0
realment,0.0,0.0,0.0,0.0,56.0
esta,2.0,1.0,3.0,2.0,149.0
esto,0.0,1.0,0.0,0.0,109.0
su,65.0,71.0,98.0,220.0,5178.0
uso,0.0,0.0,1.0,4.0,30.0
en,159.0,161.0,306.0,885.0,22782.0
dato,1.0,0.0,1.0,1.0,145.0
excelent,0.0,0.0,0.0,7.0,614.0
todo,0.0,0.0,1.0,1.0,235.0
lo,90.0,103.0,161.0,489.0,14585.0
se,116.0,123.0,236.0,752.0,16123.0
muy,0.0,0.0,3.0,16.0,697.0
bien,0.0,0.0,2.0,5.0,161.0
explicado,0.0,0.0,0.0,1.0,62.0
mucha,0.0,1.0,1.0,2.0,150.0
gracia,1.0,0.0,0.0,1.0,179.0
por,16.0,14.0,20.0,77.0,2445.0
commun,3.0,3.0,5.0,11.0,199.0
audio,44.0,58.0,118.0,151.0,41.0
pace,3.0,4.0,10.0,22.0,730.0
someth,12.0,8.0,13.0,25.0,774.0
relax,0.0,1.0,2.0,0.0,71.0
subject,7.0,7.0,12.0,23.0,1008.0
matter,4.0,3.0,9.0,6.0,303.0
respect,4.0,0.0,5.0,2.0,133.0
neg,0.0,1.0,3.0,1.0,49.0
lock,2.0,0.0,2.0,4.0,126.0
quizz,8.0,6.0,13.0,24.0,622.0
minor,0.0,2.0,2.0,1.0,29.0
bug,0.0,0.0,1.0,2.0,22.0
switch,1.0,0.0,2.0,2.0,37.0
doesnt,15.0,7.0,10.0,12.0,226.0
activ,2.0,1.0,3.0,1.0,274.0
scroll,0.0,0.0,1.0,0.0,4.0
page,6.0,3.0,4.0,4.0,43.0
anchor,0.0,0.0,2.0,0.0,4.0
unlock,0.0,0.0,2.0,2.0,29.0
arent,3.0,4.0,7.0,3.0,81.0
pay,8.0,5.0,7.0,5.0,96.0
attempt,0.0,4.0,4.0,1.0,76.0
school,4.0,7.0,2.0,3.0,756.0
textbook,1.0,3.0,4.0,4.0,74.0
librari,0.0,3.0,11.0,13.0,43.0
perhap,4.0,2.0,4.0,12.0,41.0
elimin,0.0,0.0,1.0,5.0,20.0
lesson,8.0,13.0,10.0,26.0,742.0
answer,14.0,7.0,17.0,14.0,249.0
paid,3.0,2.0,5.0,2.0,24.0
formal,0.0,1.0,2.0,0.0,69.0
goal,3.0,2.0,3.0,2.0,166.0
amount,2.0,0.0,4.0,13.0,215.0
mr,0.0,0.0,0.0,8.0,388.0
beauti,4.0,3.0,9.0,15.0,341.0
